locus_tag	ftype	length_bp	gene	EC_number	COG	product
OADMKDBD_00380	CDS	939	trxB	1.8.1.9	COG0492	Thioredoxin reductase
OADMKDBD_00381	CDS	315	trxA		COG0526	Thioredoxin
OADMKDBD_00382	CDS	339				hypothetical protein
OADMKDBD_00383	CDS	1248	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
OADMKDBD_00384	CDS	1203	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
OADMKDBD_00385	CDS	807				hypothetical protein
OADMKDBD_00386	CDS	939				hypothetical protein
OADMKDBD_00387	CDS	684	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
OADMKDBD_00388	CDS	825	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
OADMKDBD_00389	CDS	201	rpmE		COG0254	50S ribosomal protein L31
OADMKDBD_00390	CDS	657				hypothetical protein
OADMKDBD_00391	CDS	408				hypothetical protein
OADMKDBD_00392	CDS	426				hypothetical protein
OADMKDBD_00393	CDS	582				hypothetical protein
OADMKDBD_00394	CDS	744	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
OADMKDBD_00395	CDS	963	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
OADMKDBD_00396	CDS	516				hypothetical protein
OADMKDBD_00397	CDS	498				hypothetical protein
OADMKDBD_00398	CDS	885	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
OADMKDBD_00399	CDS	870	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
OADMKDBD_00400	CDS	564	mntP		COG1971	putative manganese efflux pump MntP
OADMKDBD_00401	tRNA	75				tRNA-Glu(ttc)
OADMKDBD_00402	CDS	183				hypothetical protein
OADMKDBD_00403	CDS	1071	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
OADMKDBD_00404	CDS	726				hypothetical protein
OADMKDBD_00405	CDS	339				hypothetical protein
OADMKDBD_00406	CDS	1308				hypothetical protein
OADMKDBD_00407	CDS	576	mobA	2.7.7.77	COG0746	putative molybdenum cofactor guanylyltransferase
OADMKDBD_00408	CDS	990		3.1.1.32	COG2829	Putative phospholipase A1
OADMKDBD_00409	CDS	969	yclN		COG4606	Petrobactin import system permease protein YclN
OADMKDBD_00410	CDS	939	yclO		COG4605	Petrobactin import system permease protein YclO
OADMKDBD_00411	CDS	756	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
OADMKDBD_00412	CDS	993	yclQ		COG4607	Petrobactin-binding protein YclQ
OADMKDBD_00413	tRNA	90				tRNA-Ser(gct)
OADMKDBD_00414	CDS	555				hypothetical protein
OADMKDBD_00415	CDS	1833	nrfA	1.7.2.2	COG3303	Cytochrome c-552
OADMKDBD_00416	CDS	492	nrfH		COG3005	Cytochrome c-type protein NrfH
OADMKDBD_00417	CDS	1083				hypothetical protein
OADMKDBD_00418	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
OADMKDBD_00419	CDS	1935	rnr	3.1.13.1	COG0557	Ribonuclease R
OADMKDBD_00420	CDS	966			COG1466	Protein
OADMKDBD_00421	CDS	1110	rfbD	5.4.99.9		UDP-galactopyranose mutase
OADMKDBD_00422	CDS	975	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
OADMKDBD_00423	CDS	1299	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
OADMKDBD_00424	CDS	957		5.1.3.2	COG1088	UDP-glucose 4-epimerase
OADMKDBD_00425	CDS	822	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
OADMKDBD_00426	CDS	951	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
OADMKDBD_00427	CDS	765				hypothetical protein
OADMKDBD_00428	CDS	561	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
OADMKDBD_00429	CDS	1386	hldE		COG2870	Bifunctional protein HldE
OADMKDBD_00430	CDS	954	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
OADMKDBD_00431	CDS	561	gmhB	3.1.3.83		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
OADMKDBD_00432	CDS	303	cyf			Cytochrome c-553
OADMKDBD_00433	CDS	333	htpX	3.4.24.-		Protease HtpX
OADMKDBD_00434	CDS	816	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
OADMKDBD_00435	CDS	471				hypothetical protein
OADMKDBD_00436	CDS	750	flaC			Secreted flagellin C
OADMKDBD_00437	CDS	633			COG0325	Pyridoxal phosphate homeostasis protein
OADMKDBD_00438	CDS	3603	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OADMKDBD_00439	CDS	834	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
OADMKDBD_00440	CDS	1287	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
OADMKDBD_00441	CDS	2322	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OADMKDBD_00442	CDS	993	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OADMKDBD_00443	CDS	366			COG0537	putative HIT-like protein
OADMKDBD_00444	CDS	570	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
OADMKDBD_00445	CDS	147				hypothetical protein
OADMKDBD_00446	CDS	489	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
OADMKDBD_00447	CDS	516				hypothetical protein
OADMKDBD_00448	CDS	462	lptA			Lipopolysaccharide export system protein LptA
OADMKDBD_00449	CDS	597	engB		COG0218	putative GTP-binding protein EngB
OADMKDBD_00450	CDS	495				hypothetical protein
OADMKDBD_00451	CDS	1806	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
OADMKDBD_00452	CDS	1791				hypothetical protein
OADMKDBD_00453	CDS	1554	dtpT_1		COG3104	Di-/tripeptide transporter
OADMKDBD_00454	CDS	678	dtpB			Dipeptide and tripeptide permease B
OADMKDBD_00455	CDS	774	dtpT_2		COG3104	Di-/tripeptide transporter
OADMKDBD_00456	CDS	549				hypothetical protein
OADMKDBD_00457	CDS	1107				hypothetical protein
OADMKDBD_00458	CDS	876	era_1			GTPase Era
OADMKDBD_00459	CDS	1320	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
OADMKDBD_00460	CDS	543	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
OADMKDBD_00461	CDS	444	rplI			50S ribosomal protein L9
OADMKDBD_00462	CDS	1221	argG	6.3.4.5	COG0137	Argininosuccinate synthase
OADMKDBD_00463	CDS	285			COG1188	putative protein
OADMKDBD_00464	CDS	408				hypothetical protein
OADMKDBD_00465	CDS	753	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OADMKDBD_00466	CDS	1251	rpoN		COG1508	RNA polymerase sigma-54 factor
OADMKDBD_00467	CDS	690				hypothetical protein
OADMKDBD_00468	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
OADMKDBD_00469	CDS	240	tatA			Sec-independent protein translocase protein TatA
OADMKDBD_00470	CDS	1593	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
OADMKDBD_00471	CDS	309	mdtI		COG2076	Spermidine export protein MdtI
OADMKDBD_00472	CDS	342	mdtJ		COG2076	Spermidine export protein MdtJ
OADMKDBD_00473	CDS	708			COG0217	putative transcriptional regulatory protein
OADMKDBD_00474	CDS	483	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
OADMKDBD_00475	CDS	1437				hypothetical protein
OADMKDBD_00476	CDS	228				hypothetical protein
OADMKDBD_00477	CDS	603	dedA		COG0586	Protein DedA
OADMKDBD_00478	CDS	927	ldh	1.1.1.27		L-lactate dehydrogenase
OADMKDBD_00479	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
OADMKDBD_00480	CDS	495				hypothetical protein
OADMKDBD_00481	CDS	264				hypothetical protein
OADMKDBD_00482	CDS	951	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
OADMKDBD_00483	CDS	195				hypothetical protein
OADMKDBD_00484	CDS	2100	copA_1	7.2.2.8		putative copper-importing P-type ATPase A
OADMKDBD_00485	CDS	180				hypothetical protein
OADMKDBD_00486	CDS	228				hypothetical protein
OADMKDBD_00487	CDS	1527				hypothetical protein
OADMKDBD_00488	CDS	1299	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OADMKDBD_00489	CDS	2352	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OADMKDBD_00490	CDS	207				hypothetical protein
OADMKDBD_00491	CDS	390				hypothetical protein
OADMKDBD_00492	CDS	1707	proS	6.1.1.15	COG0442	Proline--tRNA ligase
OADMKDBD_00493	CDS	1299	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
OADMKDBD_00494	CDS	894	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
OADMKDBD_00495	CDS	537				hypothetical protein
OADMKDBD_00496	CDS	264				hypothetical protein
OADMKDBD_00497	CDS	558				hypothetical protein
OADMKDBD_00498	CDS	846				hypothetical protein
OADMKDBD_00499	CDS	1125	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
OADMKDBD_00500	CDS	312	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
OADMKDBD_00501	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
OADMKDBD_00502	CDS	1164	sucC	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
OADMKDBD_00503	CDS	903	mdh	1.1.1.37	COG0039	Malate dehydrogenase
OADMKDBD_00504	CDS	2205	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
OADMKDBD_00505	CDS	909				hypothetical protein
OADMKDBD_00506	CDS	729	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
OADMKDBD_00507	CDS	1803	ubiD	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
OADMKDBD_00508	CDS	366				hypothetical protein
OADMKDBD_00509	CDS	1911				hypothetical protein
OADMKDBD_00510	CDS	387	fliS			Flagellar secretion chaperone FliS
OADMKDBD_00511	CDS	276				hypothetical protein
OADMKDBD_00512	CDS	570	efp		COG0231	Elongation factor P
OADMKDBD_00513	CDS	693				hypothetical protein
OADMKDBD_00514	CDS	954				hypothetical protein
OADMKDBD_00515	CDS	1005				hypothetical protein
OADMKDBD_00516	CDS	1287				hypothetical protein
OADMKDBD_00517	CDS	798		3.1.1.92		4-sulfomuconolactone hydrolase
OADMKDBD_00518	CDS	1086				hypothetical protein
OADMKDBD_00519	CDS	1233	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
OADMKDBD_00520	CDS	936		1.18.1.2	COG0492	Ferredoxin--NADP reductase
OADMKDBD_00521	CDS	1329	mepA			Multidrug export protein MepA
OADMKDBD_00522	CDS	930				hypothetical protein
OADMKDBD_00523	CDS	1377	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
OADMKDBD_00524	CDS	561				hypothetical protein
OADMKDBD_00525	CDS	207				hypothetical protein
OADMKDBD_00526	CDS	1119	era_2			GTPase Era
OADMKDBD_00527	CDS	171				hypothetical protein
OADMKDBD_00528	CDS	306				hypothetical protein
OADMKDBD_00529	CDS	1068				hypothetical protein
OADMKDBD_00530	CDS	873				hypothetical protein
OADMKDBD_00531	tRNA	76				tRNA-Met(cat)
OADMKDBD_00532	tRNA	75				tRNA-Gln(ttg)
OADMKDBD_00533	CDS	1020	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
OADMKDBD_00534	CDS	444	yqeY		COG1610	putative protein YqeY
OADMKDBD_00535	CDS	1701	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
OADMKDBD_00536	CDS	465	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
OADMKDBD_00537	CDS	966	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
OADMKDBD_00538	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
OADMKDBD_00539	CDS	738	tatC		COG0805	Sec-independent protein translocase protein TatC
OADMKDBD_00540	CDS	408	tatB			Sec-independent protein translocase protein TatB
OADMKDBD_00541	CDS	1068	hemW		COG0635	Heme chaperone HemW
OADMKDBD_00542	CDS	471	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
OADMKDBD_00543	CDS	438	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
OADMKDBD_00544	CDS	855	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OADMKDBD_00545	CDS	804	mntB			Manganese transport system membrane protein MntB
OADMKDBD_00546	CDS	1332				hypothetical protein
OADMKDBD_00547	CDS	1923				hypothetical protein
OADMKDBD_00548	CDS	423	rimP		COG0779	Ribosome maturation factor RimP
OADMKDBD_00549	CDS	363	rbfA			Ribosome-binding factor A
OADMKDBD_00550	CDS	2616	infB			Translation initiation factor IF-2
OADMKDBD_00551	CDS	198				hypothetical protein
OADMKDBD_00552	CDS	879	thrB	2.7.1.39	COG0083	Homoserine kinase
OADMKDBD_00553	CDS	402				hypothetical protein
OADMKDBD_00554	CDS	885	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
OADMKDBD_00555	CDS	1374				hypothetical protein
OADMKDBD_00556	CDS	828	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
OADMKDBD_00557	CDS	2220	bamA		COG4775	Outer membrane protein assembly factor BamA
OADMKDBD_00558	CDS	723				hypothetical protein
OADMKDBD_00559	CDS	843	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OADMKDBD_00560	CDS	450	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
OADMKDBD_00561	CDS	363	dksA			RNA polymerase-binding transcription factor DksA
OADMKDBD_00562	CDS	987				hypothetical protein
OADMKDBD_00563	CDS	927	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
OADMKDBD_00564	CDS	690				hypothetical protein
OADMKDBD_00565	CDS	408	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
OADMKDBD_00566	CDS	615				hypothetical protein
OADMKDBD_00567	CDS	522				hypothetical protein
OADMKDBD_00568	CDS	756	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
OADMKDBD_00569	CDS	687	pfs	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
OADMKDBD_00570	CDS	921	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
OADMKDBD_00571	CDS	570				hypothetical protein
OADMKDBD_00572	CDS	948	cpoB			Cell division coordinator CpoB
OADMKDBD_00573	CDS	498	pal_2		COG2885	Peptidoglycan-associated lipoprotein
OADMKDBD_00574	CDS	1209	tolB			Tol-Pal system protein TolB
OADMKDBD_00575	CDS	780				hypothetical protein
OADMKDBD_00576	CDS	390	exbD_1		COG0848	Biopolymer transport protein ExbD
OADMKDBD_00577	CDS	555	tolQ_1			Tol-Pal system protein TolQ
OADMKDBD_00578	CDS	390	atpC		COG0355	ATP synthase epsilon chain
OADMKDBD_00579	CDS	1398	atpD_1	7.1.2.2	COG0055	ATP synthase subunit beta
OADMKDBD_00580	CDS	885	atpG_1		COG0224	ATP synthase gamma chain
OADMKDBD_00581	CDS	1506	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
OADMKDBD_00582	CDS	522	atpD_2			ATP synthase subunit delta
OADMKDBD_00583	CDS	513	atpF			ATP synthase subunit b
OADMKDBD_00584	CDS	426	atpG_2			ATP synthase subunit b'
OADMKDBD_00585	CDS	837	parB		COG1475	putative chromosome-partitioning protein ParB
OADMKDBD_00586	CDS	786	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
OADMKDBD_00587	CDS	654	birA	6.3.4.15		Bifunctional ligase/repressor BirA
OADMKDBD_00588	CDS	918	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
OADMKDBD_00589	CDS	723	proB	2.7.2.11	COG0263	Glutamate 5-kinase
OADMKDBD_00590	CDS	96				hypothetical protein
OADMKDBD_00591	CDS	720	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
OADMKDBD_00592	CDS	1413	thrC	4.2.3.1	COG0498	Threonine synthase
OADMKDBD_00593	CDS	927	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
OADMKDBD_00594	CDS	741	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
OADMKDBD_00595	CDS	597		3.-.-.-		putative protein
OADMKDBD_00596	CDS	306				hypothetical protein
OADMKDBD_00597	CDS	780	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
OADMKDBD_00598	CDS	897	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
OADMKDBD_00599	CDS	1251		3.4.24.-	COG0612	putative zinc protease
OADMKDBD_00600	CDS	1059	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
OADMKDBD_00601	CDS	1743	msbA	7.5.2.6		Lipid A export ATP-binding/permease protein MsbA
OADMKDBD_00602	CDS	1389	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OADMKDBD_00603	CDS	1452	murJ		COG0728	putative lipid II flippase MurJ
OADMKDBD_00604	CDS	1860				hypothetical protein
OADMKDBD_00605	CDS	552	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
OADMKDBD_00606	CDS	1041	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
OADMKDBD_00607	CDS	216				hypothetical protein
OADMKDBD_00608	CDS	720				hypothetical protein
OADMKDBD_00609	CDS	1428	murF	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OADMKDBD_00610	CDS	675				hypothetical protein
OADMKDBD_00611	CDS	210				hypothetical protein
OADMKDBD_00612	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
OADMKDBD_00613	CDS	480	rplJ		COG0244	50S ribosomal protein L10
OADMKDBD_00614	CDS	702	rplA		COG0081	50S ribosomal protein L1
OADMKDBD_00615	CDS	426	rplK		COG0080	50S ribosomal protein L11
OADMKDBD_00616	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
OADMKDBD_00617	CDS	180				hypothetical protein
OADMKDBD_00618	tRNA	76				tRNA-Trp(cca)
OADMKDBD_00619	CDS	159	rpmG2			50S ribosomal protein L33 2
OADMKDBD_00620	CDS	1200	tufA		COG0050	Elongation factor Tu
OADMKDBD_00621	tRNA	75				tRNA-Thr(ggt)
OADMKDBD_00622	tRNA	77				tRNA-Gly(tcc)
OADMKDBD_00623	tRNA	86				tRNA-Tyr(gta)
OADMKDBD_00624	tRNA	76				tRNA-Thr(tgt)
OADMKDBD_00625	CDS	738	glnQ_1			Glutamine transport ATP-binding protein GlnQ
OADMKDBD_00626	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
OADMKDBD_00627	CDS	702	yecS		COG0765	L-cystine transport system permease protein YecS
OADMKDBD_00628	CDS	597	vfr		COG0664	Cyclic AMP receptor-like protein
OADMKDBD_00629	CDS	384	ctb		COG2346	Group 3 truncated hemoglobin ctb
OADMKDBD_00630	CDS	1824	mfd_1	3.6.4.-		Transcription-repair-coupling factor
OADMKDBD_00631	CDS	1221				hypothetical protein
OADMKDBD_00632	CDS	1047	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
OADMKDBD_00633	CDS	1188				hypothetical protein
OADMKDBD_00634	CDS	1089	nusA		COG0195	Transcription termination/antitermination protein NusA
OADMKDBD_00635	CDS	243				hypothetical protein
OADMKDBD_00636	CDS	1302	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
OADMKDBD_00637	CDS	630				hypothetical protein
OADMKDBD_00638	CDS	960				hypothetical protein
OADMKDBD_00639	CDS	528				hypothetical protein
OADMKDBD_00640	CDS	519				hypothetical protein
OADMKDBD_00641	CDS	1293	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
OADMKDBD_00642	CDS	771	dinG	3.1.-.-		3'-5' exonuclease DinG
OADMKDBD_00643	CDS	648	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
OADMKDBD_00644	CDS	195	rpmB		COG0227	50S ribosomal protein L28
OADMKDBD_00645	CDS	216				hypothetical protein
OADMKDBD_00646	CDS	1098				hypothetical protein
OADMKDBD_00647	CDS	597				hypothetical protein
OADMKDBD_00648	CDS	549				hypothetical protein
OADMKDBD_00649	CDS	330	cirA_1		COG4771	Colicin I receptor
OADMKDBD_00650	CDS	654				hypothetical protein
OADMKDBD_00651	CDS	531	btuB_1			Vitamin B12 transporter BtuB
OADMKDBD_00652	CDS	939	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
OADMKDBD_00653	CDS	1215	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
OADMKDBD_00654	CDS	234	acpP			Acyl carrier protein
OADMKDBD_00655	CDS	666	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
OADMKDBD_00656	CDS	858	sdhE	1.3.5.-	COG2048	8-methylmenaquinol:fumarate reductase membrane anchor subunit
OADMKDBD_00657	CDS	966	sdhB	1.3.5.-	COG0479	8-methylmenaquinol:fumarate reductase iron-sulfur subunit
OADMKDBD_00658	CDS	1836	sdhA	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
OADMKDBD_00659	CDS	408				hypothetical protein
OADMKDBD_00660	CDS	744	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OADMKDBD_00661	CDS	1479	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
OADMKDBD_00662	CDS	1062	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
OADMKDBD_00663	CDS	1209	murD2	6.3.2.53	COG0771	UDP-N-acetylmuramoyl-L-alanine--L-glutamate ligase
OADMKDBD_00664	CDS	510				hypothetical protein
OADMKDBD_00665	CDS	531				hypothetical protein
OADMKDBD_00666	CDS	1089				hypothetical protein
OADMKDBD_00667	CDS	915	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
OADMKDBD_00668	CDS	207		5.3.2.-	COG1942	putative tautomerase
OADMKDBD_00669	CDS	456	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
OADMKDBD_00670	CDS	1092	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
OADMKDBD_00671	CDS	441	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OADMKDBD_00672	CDS	792	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
OADMKDBD_00673	CDS	1224	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
OADMKDBD_00674	CDS	1041	mreB		COG1077	Cell shape-determining protein MreB
OADMKDBD_00675	CDS	750				hypothetical protein
OADMKDBD_00676	CDS	3270	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
OADMKDBD_00677	CDS	423				hypothetical protein
OADMKDBD_00678	CDS	978	tal	2.2.1.2		Transaldolase
OADMKDBD_00679	CDS	624	serB	3.1.3.3		Phosphoserine phosphatase
OADMKDBD_00680	CDS	522	cheW		COG0835	Chemotaxis protein CheW
OADMKDBD_00681	CDS	2310	rcsC	2.7.13.3		Sensor histidine kinase RcsC
OADMKDBD_00682	CDS	957	cheV		COG0784	Chemotaxis protein CheV
OADMKDBD_00683	CDS	636				hypothetical protein
OADMKDBD_00684	CDS	486	greA		COG0782	Transcription elongation factor GreA
OADMKDBD_00685	CDS	1095	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
OADMKDBD_00686	CDS	753				hypothetical protein
OADMKDBD_00687	CDS	1173	pgtP		COG2271	Phosphoglycerate transporter protein
OADMKDBD_00688	CDS	777	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
OADMKDBD_00689	CDS	651	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
OADMKDBD_00690	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
OADMKDBD_00691	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
OADMKDBD_00692	CDS	825	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
OADMKDBD_00693	CDS	762		3.5.2.6	COG2602	Beta-lactamase OXA-133
OADMKDBD_00694	CDS	885	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OADMKDBD_00695	CDS	669				hypothetical protein
OADMKDBD_00696	CDS	402				hypothetical protein
OADMKDBD_00697	CDS	750	modA		COG0725	Molybdate-binding protein ModA
OADMKDBD_00698	CDS	687				hypothetical protein
OADMKDBD_00699	CDS	612			COG2830	putative protein
OADMKDBD_00700	CDS	1143	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
OADMKDBD_00701	CDS	1284	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OADMKDBD_00702	CDS	606	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
OADMKDBD_00703	CDS	315	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
OADMKDBD_00704	CDS	339	gdnC		COG2076	putative guanidinium efflux system subunit GdnC
OADMKDBD_00705	CDS	501				hypothetical protein
OADMKDBD_00706	CDS	426	rplM		COG0102	50S ribosomal protein L13
OADMKDBD_00707	CDS	390	rpsI		COG0103	30S ribosomal protein S9
OADMKDBD_00708	CDS	960	oprF		COG2885	Outer membrane porin F
OADMKDBD_00709	CDS	642	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
OADMKDBD_00710	CDS	3561		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
OADMKDBD_00711	CDS	312				hypothetical protein
OADMKDBD_00712	CDS	1413	sctC			Type 3 secretion system secretin
OADMKDBD_00713	CDS	609				hypothetical protein
OADMKDBD_00714	CDS	588				hypothetical protein
OADMKDBD_00715	CDS	1548				hypothetical protein
OADMKDBD_00716	CDS	1182	gspF		COG1459	Putative type II secretion system protein F
OADMKDBD_00717	CDS	765	yfcA		COG0730	putative membrane transporter protein YfcA
OADMKDBD_00718	CDS	765				hypothetical protein
OADMKDBD_00719	CDS	1827				hypothetical protein
OADMKDBD_00720	CDS	435				hypothetical protein
OADMKDBD_00721	CDS	198				hypothetical protein
OADMKDBD_00722	CDS	342				hypothetical protein
OADMKDBD_00723	CDS	1047	flgI			Flagellar P-ring protein
OADMKDBD_00724	CDS	687	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
OADMKDBD_00725	CDS	384				hypothetical protein
OADMKDBD_00726	CDS	1074				hypothetical protein
OADMKDBD_00727	CDS	822	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
OADMKDBD_00728	CDS	1119	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
OADMKDBD_00729	CDS	159				hypothetical protein
OADMKDBD_00730	CDS	1098	prfB			Peptide chain release factor 2
