locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHCOAJIK_00720	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
NHCOAJIK_00721	CDS	2112	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
NHCOAJIK_00722	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
NHCOAJIK_00723	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
NHCOAJIK_00724	CDS	852				hypothetical protein
NHCOAJIK_00725	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
NHCOAJIK_00726	CDS	1392	xanP		COG2233	Xanthine permease XanP
NHCOAJIK_00727	CDS	1710				hypothetical protein
NHCOAJIK_00728	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
NHCOAJIK_00729	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
NHCOAJIK_00730	tRNA	95				tRNA-SeC(tca)
NHCOAJIK_00731	CDS	345				hypothetical protein
NHCOAJIK_00732	CDS	315	recF_2			DNA replication and repair protein RecF
NHCOAJIK_00733	CDS	876				hypothetical protein
NHCOAJIK_00734	CDS	348				hypothetical protein
NHCOAJIK_00735	CDS	1038				hypothetical protein
NHCOAJIK_00736	CDS	174				hypothetical protein
NHCOAJIK_00737	CDS	618	ecpR			HTH-type transcriptional regulator EcpR
NHCOAJIK_00738	CDS	2868				hypothetical protein
NHCOAJIK_00739	CDS	465				hypothetical protein
NHCOAJIK_00740	CDS	858				hypothetical protein
NHCOAJIK_00741	CDS	681	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
NHCOAJIK_00742	CDS	480				hypothetical protein
NHCOAJIK_00743	CDS	93				hypothetical protein
NHCOAJIK_00744	CDS	2727	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
NHCOAJIK_00745	CDS	684	mgtC		COG1285	Protein MgtC
NHCOAJIK_00746	CDS	903	yicL		COG0697	putative inner membrane transporter YicL
NHCOAJIK_00747	CDS	942				ISNCY family transposase ISRor2
NHCOAJIK_00748	CDS	744	dgaF_1	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
NHCOAJIK_00749	CDS	1110	dgaE_1	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
NHCOAJIK_00750	CDS	858	manZ_1		COG3716	PTS system mannose-specific EIID component
NHCOAJIK_00751	CDS	750	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
NHCOAJIK_00752	CDS	486	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
NHCOAJIK_00753	CDS	426				hypothetical protein
NHCOAJIK_00754	CDS	2799	dgaR_1			Transcriptional regulatory protein DagR
NHCOAJIK_00755	CDS	294				hypothetical protein
NHCOAJIK_00756	CDS	1383	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
NHCOAJIK_00757	CDS	1194	nepI		COG2814	Purine ribonucleoside efflux pump NepI
NHCOAJIK_00758	CDS	360				hypothetical protein
NHCOAJIK_00759	CDS	324				hypothetical protein
NHCOAJIK_00760	CDS	270	ptsH_1			Phosphocarrier protein HPr
NHCOAJIK_00761	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
NHCOAJIK_00762	CDS	1485	glpK_1	2.7.1.30	COG0554	Glycerol kinase
NHCOAJIK_00763	CDS	1359	gatC_1		COG3775	PTS system galactitol-specific EIIC component
NHCOAJIK_00764	CDS	288	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
NHCOAJIK_00765	CDS	474				hypothetical protein
NHCOAJIK_00766	CDS	744	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
NHCOAJIK_00767	CDS	453				hypothetical protein
NHCOAJIK_00768	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
NHCOAJIK_00769	CDS	1329	uhpC_1		COG2271	Membrane sensor protein UhpC
NHCOAJIK_00770	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
NHCOAJIK_00771	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
NHCOAJIK_00772	CDS	1014				hypothetical protein
NHCOAJIK_00773	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
NHCOAJIK_00774	CDS	921	rbsK_2	2.7.1.15		Ribokinase
NHCOAJIK_00775	CDS	786	deoR_1		COG1349	Deoxyribose operon repressor
NHCOAJIK_00776	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
NHCOAJIK_00777	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
NHCOAJIK_00778	CDS	99				hypothetical protein
NHCOAJIK_00779	CDS	90	tisB			Small toxic protein TisB
NHCOAJIK_00780	CDS	834				hypothetical protein
NHCOAJIK_00781	CDS	1185	emrD			Multidrug resistance protein D
NHCOAJIK_00782	CDS	1062				hypothetical protein
NHCOAJIK_00783	CDS	924	dsdC		COG0583	HTH-type transcriptional regulator DsdC
NHCOAJIK_00784	CDS	1338	dsdX			D-serine transporter DsdX
NHCOAJIK_00785	CDS	1323	dsdA	4.3.1.18	COG3048	D-serine dehydratase
NHCOAJIK_00786	CDS	531				hypothetical protein
NHCOAJIK_00787	CDS	363	yidG			Inner membrane protein YidG
NHCOAJIK_00788	CDS	348	yidH		COG2149	Inner membrane protein YidH
NHCOAJIK_00789	CDS	1662	aspT_1			Aspartate/alanine antiporter
NHCOAJIK_00790	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
NHCOAJIK_00791	CDS	414	ibpA_1		COG0071	Small heat shock protein IbpA
NHCOAJIK_00792	CDS	291				hypothetical protein
NHCOAJIK_00793	CDS	1227				hypothetical protein
NHCOAJIK_00794	CDS	1044	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
NHCOAJIK_00795	CDS	558	dsbE_2		COG0526	Thiol:disulfide interchange protein DsbE
NHCOAJIK_00796	CDS	1932	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
NHCOAJIK_00797	CDS	480	ccmE_2		COG2332	Cytochrome c-type biogenesis protein CcmE
NHCOAJIK_00798	CDS	213	ccmD_2		COG3114	Heme exporter protein D
NHCOAJIK_00799	CDS	738	ccmC_2		COG0755	Heme exporter protein C
NHCOAJIK_00800	CDS	657	ccmB_2		COG2386	Heme exporter protein B
NHCOAJIK_00801	CDS	618	ccmA_2	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
NHCOAJIK_00802	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
NHCOAJIK_00803	CDS	687	proQ		COG3109	RNA chaperone ProQ
NHCOAJIK_00804	CDS	570	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
NHCOAJIK_00805	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
NHCOAJIK_00806	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
NHCOAJIK_00807	CDS	1542	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
NHCOAJIK_00808	CDS	240	yebV			putative protein YebV
NHCOAJIK_00809	CDS	192				hypothetical protein
NHCOAJIK_00810	CDS	651	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
NHCOAJIK_00811	CDS	234				hypothetical protein
NHCOAJIK_00812	CDS	165				hypothetical protein
NHCOAJIK_00813	CDS	723	sopE2			Guanine nucleotide exchange factor sopE2
NHCOAJIK_00814	CDS	396	ydfO		COG5562	putative protein YdfO
NHCOAJIK_00815	CDS	477				hypothetical protein
NHCOAJIK_00816	CDS	420				hypothetical protein
NHCOAJIK_00817	CDS	147				hypothetical protein
NHCOAJIK_00818	CDS	858				IS256 family transposase IS285
NHCOAJIK_00819	CDS	369				hypothetical protein
NHCOAJIK_00820	CDS	915				hypothetical protein
NHCOAJIK_00821	CDS	159				hypothetical protein
NHCOAJIK_00822	CDS	615				hypothetical protein
NHCOAJIK_00823	CDS	123				hypothetical protein
NHCOAJIK_00824	CDS	159				hypothetical protein
NHCOAJIK_00825	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NHCOAJIK_00826	CDS	627	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
NHCOAJIK_00827	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
NHCOAJIK_00828	CDS	477	greA		COG0782	Transcription elongation factor GreA
NHCOAJIK_00829	CDS	102				hypothetical protein
NHCOAJIK_00830	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
NHCOAJIK_00831	CDS	1173	obg	3.6.5.-	COG0536	GTPase Obg
NHCOAJIK_00832	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
NHCOAJIK_00833	CDS	258	rpmA		COG0211	50S ribosomal protein L27
NHCOAJIK_00834	CDS	312	rplU		COG0261	50S ribosomal protein L21
NHCOAJIK_00835	CDS	1113	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
NHCOAJIK_00836	CDS	288				hypothetical protein
NHCOAJIK_00837	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NHCOAJIK_00838	CDS	294	ibaG		COG5007	Acid stress protein IbaG
NHCOAJIK_00839	CDS	297	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
NHCOAJIK_00840	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
NHCOAJIK_00841	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
NHCOAJIK_00842	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
NHCOAJIK_00843	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
NHCOAJIK_00844	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
NHCOAJIK_00845	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
NHCOAJIK_00846	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
NHCOAJIK_00847	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
NHCOAJIK_00848	CDS	555	lptA		COG1934	Lipopolysaccharide export system protein LptA
NHCOAJIK_00849	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NHCOAJIK_00850	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
NHCOAJIK_00851	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
NHCOAJIK_00852	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
NHCOAJIK_00853	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
NHCOAJIK_00854	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
NHCOAJIK_00855	CDS	633	yrbL			putative protein YrbL
NHCOAJIK_00856	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
NHCOAJIK_00857	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
NHCOAJIK_00858	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
NHCOAJIK_00859	CDS	930				hypothetical protein
NHCOAJIK_00860	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
NHCOAJIK_00861	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NHCOAJIK_00862	CDS	1104	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
NHCOAJIK_00863	CDS	1254	codB		COG1457	Cytosine permease
NHCOAJIK_00864	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
NHCOAJIK_00865	CDS	468	yhcH_2		COG2731	putative protein YhcH
NHCOAJIK_00866	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
NHCOAJIK_00867	CDS	690	nanE2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2
NHCOAJIK_00868	CDS	1491	nanT			Sialic acid transporter NanT
NHCOAJIK_00869	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
NHCOAJIK_00870	CDS	783	nanR		COG2186	HTH-type transcriptional repressor NanR
NHCOAJIK_00871	CDS	501	sspB		COG2969	Stringent starvation protein B
NHCOAJIK_00872	CDS	639	sspA		COG0625	Stringent starvation protein A
NHCOAJIK_00873	CDS	795				hypothetical protein
NHCOAJIK_00874	CDS	393	rpsI		COG0103	30S ribosomal protein S9
NHCOAJIK_00875	CDS	429	rplM		COG0102	50S ribosomal protein L13
NHCOAJIK_00876	CDS	1125	zapE		COG1485	Cell division protein ZapE
NHCOAJIK_00877	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
NHCOAJIK_00878	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
NHCOAJIK_00879	CDS	1071	degS	3.4.21.107	COG0265	Serine endoprotease DegS
NHCOAJIK_00880	CDS	699	citG_1	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
NHCOAJIK_00881	CDS	342				hypothetical protein
NHCOAJIK_00882	CDS	255	oadG_1	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
NHCOAJIK_00883	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
NHCOAJIK_00884	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
NHCOAJIK_00885	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
NHCOAJIK_00886	CDS	666				hypothetical protein
NHCOAJIK_00887	CDS	630				hypothetical protein
NHCOAJIK_00888	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
NHCOAJIK_00889	CDS	471	argR_1		COG1438	Arginine repressor
NHCOAJIK_00890	CDS	264				hypothetical protein
NHCOAJIK_00891	CDS	267				hypothetical protein
NHCOAJIK_00892	CDS	273	yhcO		COG2732	putative protein YhcO
NHCOAJIK_00893	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
NHCOAJIK_00894	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
NHCOAJIK_00895	CDS	204	aaeX			Protein AaeX
NHCOAJIK_00896	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
NHCOAJIK_00897	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
NHCOAJIK_00898	CDS	3801				hypothetical protein
NHCOAJIK_00899	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
NHCOAJIK_00900	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
NHCOAJIK_00901	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
NHCOAJIK_00902	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
NHCOAJIK_00903	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
NHCOAJIK_00904	CDS	1941	csrD			RNase E specificity factor CsrD
NHCOAJIK_00905	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
NHCOAJIK_00906	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
NHCOAJIK_00907	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
NHCOAJIK_00908	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NHCOAJIK_00909	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
NHCOAJIK_00910	CDS	243	yhdT		COG3924	putative membrane protein YhdT
NHCOAJIK_00911	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
NHCOAJIK_00912	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
NHCOAJIK_00913	CDS	144				hypothetical protein
NHCOAJIK_00914	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
NHCOAJIK_00915	CDS	297	fis		COG2901	DNA-binding protein Fis
NHCOAJIK_00916	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
NHCOAJIK_00917	CDS	165				hypothetical protein
NHCOAJIK_00918	CDS	2100			COG2200	putative signaling protein
NHCOAJIK_00919	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
NHCOAJIK_00920	CDS	1158	acrE			Multidrug export protein AcrE
NHCOAJIK_00921	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
NHCOAJIK_00922	CDS	222				hypothetical protein
NHCOAJIK_00923	rRNA	111				5S ribosomal RNA
NHCOAJIK_00924	tRNA	76				tRNA-Thr(ggt)
NHCOAJIK_00925	rRNA	83				5S ribosomal RNA (partial)
NHCOAJIK_00926	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
NHCOAJIK_00927	CDS	1281	yjhB_1			Putative metabolite transport protein YjhB
NHCOAJIK_00928	CDS	693	kdgM_1			Oligogalacturonate-specific porin KdgM
NHCOAJIK_00929	CDS	1149	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
NHCOAJIK_00930	CDS	681	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
NHCOAJIK_00931	CDS	1497	sglT			Sodium/glucose cotransporter
NHCOAJIK_00932	CDS	882	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
NHCOAJIK_00933	CDS	789	phoH		COG1702	Protein PhoH
NHCOAJIK_00934	CDS	297				hypothetical protein
NHCOAJIK_00935	CDS	1509	putP		COG0591	Sodium/proline symporter
NHCOAJIK_00936	CDS	3963	putA			Bifunctional protein PutA
NHCOAJIK_00937	CDS	396				hypothetical protein
NHCOAJIK_00938	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
NHCOAJIK_00939	CDS	168				hypothetical protein
NHCOAJIK_00940	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
NHCOAJIK_00941	CDS	228	yccJ			putative protein YccJ
NHCOAJIK_00942	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
NHCOAJIK_00943	CDS	507	resA			Thiol-disulfide oxidoreductase ResA
NHCOAJIK_00944	CDS	624				hypothetical protein
NHCOAJIK_00945	CDS	1887	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
NHCOAJIK_00946	CDS	363				hypothetical protein
NHCOAJIK_00947	CDS	921	cbpA		COG2214	Curved DNA-binding protein
NHCOAJIK_00948	CDS	306	cbpM			Chaperone modulatory protein CbpM
NHCOAJIK_00949	CDS	363	iraM			Anti-adapter protein IraM
NHCOAJIK_00950	CDS	939	rnz	3.1.26.11	COG1234	Ribonuclease Z
NHCOAJIK_00951	CDS	897	rhaR_2			HTH-type transcriptional activator RhaR
NHCOAJIK_00952	CDS	1377	ttuB_2			Putative tartrate transporter
NHCOAJIK_00953	CDS	792	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
NHCOAJIK_00954	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
NHCOAJIK_00955	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
NHCOAJIK_00956	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
NHCOAJIK_00957	CDS	1467	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
NHCOAJIK_00958	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
NHCOAJIK_00959	CDS	441	farR			HTH-type transcriptional regulator FarR
NHCOAJIK_00960	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
NHCOAJIK_00961	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
NHCOAJIK_00962	CDS	411	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
NHCOAJIK_00963	CDS	738	hprR		COG0745	Transcriptional regulatory protein HprR
NHCOAJIK_00964	CDS	1365	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
NHCOAJIK_00965	CDS	1563				hypothetical protein
NHCOAJIK_00966	CDS	111				hypothetical protein
NHCOAJIK_00967	CDS	1686	sopB	3.1.3.-		Inositol phosphate phosphatase SopB
NHCOAJIK_00968	CDS	342	sigE			Chaperone protein SigE
NHCOAJIK_00969	CDS	876	pipB		COG1357	Secreted effector protein PipB
NHCOAJIK_00970	CDS	681				hypothetical protein
NHCOAJIK_00971	tRNA	88				tRNA-Ser(tga)
NHCOAJIK_00972	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
NHCOAJIK_00973	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
NHCOAJIK_00974	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
NHCOAJIK_00975	CDS	789				hypothetical protein
NHCOAJIK_00976	CDS	549				hypothetical protein
NHCOAJIK_00977	CDS	1212	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
NHCOAJIK_00978	CDS	318	hspQ		COG3785	Heat shock protein HspQ
NHCOAJIK_00979	CDS	414	yccU		COG1832	putative protein YccU
NHCOAJIK_00980	CDS	663				hypothetical protein
NHCOAJIK_00981	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
NHCOAJIK_00982	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
NHCOAJIK_00983	CDS	447	yccF		COG3304	Inner membrane protein YccF
NHCOAJIK_00984	CDS	2154	yccS		COG1289	Inner membrane protein YccS
NHCOAJIK_00985	CDS	606	sxy		COG3070	Protein Sxy
NHCOAJIK_00986	CDS	510	sulA		COG5404	Cell division inhibitor SulA
NHCOAJIK_00987	CDS	1053	ompA		COG2885	Outer membrane protein A
NHCOAJIK_00988	CDS	453	matP		COG3120	Macrodomain Ter protein
NHCOAJIK_00989	CDS	1761	lon_1	3.4.21.53		Lon protease
NHCOAJIK_00990	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
NHCOAJIK_00991	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
NHCOAJIK_00992	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
NHCOAJIK_00993	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
NHCOAJIK_00994	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
NHCOAJIK_00995	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
NHCOAJIK_00996	CDS	1110	ycbX		COG0633	putative protein YcbX
NHCOAJIK_00997	CDS	543	zapC			Cell division protein ZapC
NHCOAJIK_00998	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
NHCOAJIK_00999	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
NHCOAJIK_01000	CDS	255				hypothetical protein
NHCOAJIK_01001	CDS	687				hypothetical protein
NHCOAJIK_01002	CDS	627	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
NHCOAJIK_01003	CDS	249				IS66 family transposase ISSfl3
NHCOAJIK_01004	CDS	969	sseI			Secreted effector protein SseI
NHCOAJIK_01005	CDS	246				IS200/IS605 family transposase IS200F
NHCOAJIK_01006	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
NHCOAJIK_01007	CDS	480	pduV_1		COG4917	Propanediol utilization protein PduV
NHCOAJIK_01008	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
NHCOAJIK_01009	CDS	804				hypothetical protein
NHCOAJIK_01010	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
NHCOAJIK_01011	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
NHCOAJIK_01012	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
NHCOAJIK_01013	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
NHCOAJIK_01014	CDS	840	ftsA_1			Cell division protein FtsA
NHCOAJIK_01015	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
NHCOAJIK_01016	CDS	1227				hypothetical protein
NHCOAJIK_01017	CDS	1404				hypothetical protein
NHCOAJIK_01018	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
NHCOAJIK_01019	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
NHCOAJIK_01020	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
NHCOAJIK_01021	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
NHCOAJIK_01022	CDS	969				hypothetical protein
NHCOAJIK_01023	CDS	1278				hypothetical protein
NHCOAJIK_01024	CDS	330				hypothetical protein
NHCOAJIK_01025	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
NHCOAJIK_01026	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
NHCOAJIK_01027	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
NHCOAJIK_01028	CDS	450	yfeZ			Inner membrane protein YfeZ
NHCOAJIK_01029	CDS	576	yfeY			putative protein YfeY
NHCOAJIK_01030	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
NHCOAJIK_01031	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
NHCOAJIK_01032	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
NHCOAJIK_01033	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
NHCOAJIK_01034	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
NHCOAJIK_01035	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
NHCOAJIK_01036	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
NHCOAJIK_01037	CDS	540				hypothetical protein
NHCOAJIK_01038	CDS	363				hypothetical protein
NHCOAJIK_01039	CDS	720				hypothetical protein
NHCOAJIK_01040	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
NHCOAJIK_01041	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
NHCOAJIK_01042	CDS	240				hypothetical protein
NHCOAJIK_01043	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
NHCOAJIK_01044	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NHCOAJIK_01045	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
NHCOAJIK_01046	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
NHCOAJIK_01047	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
NHCOAJIK_01048	CDS	987	zipA		COG3115	Cell division protein ZipA
NHCOAJIK_01049	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
NHCOAJIK_01050	CDS	219				hypothetical protein
NHCOAJIK_01051	CDS	999				hypothetical protein
NHCOAJIK_01052	CDS	927	oxyR_1			Hydrogen peroxide-inducible genes activator
NHCOAJIK_01053	CDS	762				hypothetical protein
NHCOAJIK_01054	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
